,Content ID,reaction_Type,Datetime,category,content_type,sentiment,scores
7088,59bb59ce-776b-4d28-85ee-c0d71c690b6a,worried,19-07-2020,animals,audio,negative,12
7090,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,worried,16-05-2021,fitness,audio,negative,12
7135,72878c11-38cc-4442-bc81-7eeef47c531c,worried,13-05-2021,animals,GIF,negative,12
7139,72878c11-38cc-4442-bc81-7eeef47c531c,worried,17-07-2020,animals,GIF,negative,12
7156,b50871e0-183e-4a1d-884b-f20fb271041b,worried,15-09-2020,cooking,photo,negative,12
7160,b50871e0-183e-4a1d-884b-f20fb271041b,worried,05-05-2021,cooking,photo,negative,12
7185,802a8533-3051-4e2c-ad30-7751ece5d514,worried,30-01-2021,food,audio,negative,12
7207,802a8533-3051-4e2c-ad30-7751ece5d514,worried,24-01-2021,food,audio,negative,12
7246,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,worried,30-03-2021,studying,photo,negative,12
7257,636e6499-b670-4cd4-a829-2c4c9e07db2a,worried,18-02-2021,soccer,photo,negative,12
7275,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,worried,30-10-2020,travel,audio,negative,12
7279,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,worried,16-04-2021,travel,audio,negative,12
7293,ac120787-f331-497f-8733-7cd63dfd36b6,worried,13-10-2020,culture,GIF,negative,12
7308,ac120787-f331-497f-8733-7cd63dfd36b6,worried,26-04-2021,culture,GIF,negative,12
7326,9ec9b340-df2d-472f-9a7f-80b4790788e6,worried,05-12-2020,travel,photo,negative,12
7358,5c38166c-8305-4227-ad54-bad36df2a57a,worried,24-10-2020,Fitness,video,negative,12
7360,5c38166c-8305-4227-ad54-bad36df2a57a,worried,05-08-2020,Fitness,video,negative,12
7365,5c38166c-8305-4227-ad54-bad36df2a57a,worried,30-10-2020,Fitness,video,negative,12
7366,5c38166c-8305-4227-ad54-bad36df2a57a,worried,24-04-2021,Fitness,video,negative,12
7394,da8f7258-6757-4a7e-892e-a16b925ef83b,worried,03-05-2021,cooking,photo,negative,12
7425,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,worried,10-09-2020,tennis,audio,negative,12
7435,ecbba40a-93f2-470a-b565-938f61f527a7,worried,23-11-2020,public speaking,audio,negative,12
7442,ecbba40a-93f2-470a-b565-938f61f527a7,worried,03-10-2020,public speaking,audio,negative,12
7459,05805658-8744-4cc4-825d-cbfed0ecea7c,worried,16-06-2021,technology,photo,negative,12
7481,962e5969-cd65-4670-a2ae-b0266908426b,worried,15-06-2021,studying,GIF,negative,12
7492,962e5969-cd65-4670-a2ae-b0266908426b,worried,30-03-2021,studying,GIF,negative,12
7539,6fc7f722-0a93-4420-8376-09d6536ecef8,worried,10-03-2021,fitness,GIF,negative,12
7543,6fc7f722-0a93-4420-8376-09d6536ecef8,worried,27-10-2020,fitness,GIF,negative,12
7546,e611ee64-7ada-428d-aa37-94c8c0782a91,worried,14-02-2021,cooking,GIF,negative,12
7555,e611ee64-7ada-428d-aa37-94c8c0782a91,worried,24-08-2020,cooking,GIF,negative,12
7590,e96d9fcb-b5be-4382-b809-6315dbe6f89a,worried,13-01-2021,tennis,photo,negative,12
7596,e96d9fcb-b5be-4382-b809-6315dbe6f89a,worried,04-01-2021,tennis,photo,negative,12
7598,e96d9fcb-b5be-4382-b809-6315dbe6f89a,worried,29-10-2020,tennis,photo,negative,12
7610,e96d9fcb-b5be-4382-b809-6315dbe6f89a,worried,22-06-2020,tennis,photo,negative,12
7627,a7a7c909-15cb-4719-835b-cc9f835feb50,worried,21-03-2021,animals,GIF,negative,12
7633,a7a7c909-15cb-4719-835b-cc9f835feb50,worried,16-10-2020,animals,GIF,negative,12
7657,77099957-1551-435e-b386-704d8b91a46e,worried,30-09-2020,cooking,audio,negative,12
7698,5c7fa152-9628-471d-b715-84e15c4b5d38,worried,01-05-2021,tennis,audio,negative,12
7721,25948d39-4549-4ead-be71-6a571bd56fe1,worried,10-08-2020,science,audio,negative,12
7747,d03efe68-5986-48c4-8767-93b8f5881004,worried,28-01-2021,animals,GIF,negative,12
7748,d03efe68-5986-48c4-8767-93b8f5881004,worried,19-10-2020,animals,GIF,negative,12
7752,d03efe68-5986-48c4-8767-93b8f5881004,worried,09-06-2021,animals,GIF,negative,12
7769,d03efe68-5986-48c4-8767-93b8f5881004,worried,18-06-2021,animals,GIF,negative,12
7795,4bdd31e0-2f59-4262-bcbe-546678a3d203,worried,12-01-2021,healthy eating,photo,negative,12
7811,4bdd31e0-2f59-4262-bcbe-546678a3d203,worried,29-10-2020,healthy eating,photo,negative,12
7831,11b96207-c1c5-4083-948d-2942684aae0d,worried,10-04-2021,studying,photo,negative,12
7836,11b96207-c1c5-4083-948d-2942684aae0d,worried,26-04-2021,studying,photo,negative,12
7847,11b96207-c1c5-4083-948d-2942684aae0d,worried,05-07-2020,studying,photo,negative,12
7871,51a26a10-6973-4882-aa88-98b53978ce01,worried,31-10-2020,veganism,audio,negative,12
7875,51a26a10-6973-4882-aa88-98b53978ce01,worried,01-02-2021,veganism,audio,negative,12
7885,51a26a10-6973-4882-aa88-98b53978ce01,worried,03-01-2021,veganism,audio,negative,12
7891,51a26a10-6973-4882-aa88-98b53978ce01,worried,19-11-2020,veganism,audio,negative,12
7904,51a26a10-6973-4882-aa88-98b53978ce01,worried,08-03-2021,veganism,audio,negative,12
7910,693b5f91-52b1-4464-916c-91adccbec996,worried,18-10-2020,culture,photo,negative,12
7911,693b5f91-52b1-4464-916c-91adccbec996,worried,13-03-2021,culture,photo,negative,12
7925,693b5f91-52b1-4464-916c-91adccbec996,worried,17-10-2020,culture,photo,negative,12
7954,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,worried,28-06-2020,studying,GIF,negative,12
7967,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,worried,18-10-2020,studying,video,negative,12
7988,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,worried,20-10-2020,studying,video,negative,12
8036,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,worried,22-10-2020,education,GIF,negative,12
8042,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,worried,20-11-2020,education,GIF,negative,12
8064,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,worried,05-10-2020,education,GIF,negative,12
8091,581634a6-14c7-4c0a-8c7f-34238e58cf6a,worried,10-01-2021,veganism,GIF,negative,12
8161,85e013ce-3474-4c9a-a4ea-7b726a29baae,worried,01-11-2020,animals,GIF,negative,12
8162,85e013ce-3474-4c9a-a4ea-7b726a29baae,worried,19-10-2020,animals,GIF,negative,12
8205,9a5951a5-a36f-404e-a746-f6023c160fc0,worried,27-07-2020,science,GIF,negative,12
8239,9a5951a5-a36f-404e-a746-f6023c160fc0,worried,06-01-2021,science,GIF,negative,12
8250,26ea4466-0d88-482a-afab-e502beb4a316,worried,23-02-2021,Fitness,video,negative,12
8258,26ea4466-0d88-482a-afab-e502beb4a316,worried,23-08-2020,Fitness,video,negative,12
8259,26ea4466-0d88-482a-afab-e502beb4a316,worried,16-08-2020,Fitness,video,negative,12
8270,26ea4466-0d88-482a-afab-e502beb4a316,worried,18-10-2020,Fitness,video,negative,12
8276,26ea4466-0d88-482a-afab-e502beb4a316,worried,24-07-2020,Fitness,video,negative,12
8278,26ea4466-0d88-482a-afab-e502beb4a316,worried,24-03-2021,Fitness,video,negative,12
8295,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,worried,14-06-2021,tennis,audio,negative,12
8298,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,worried,11-03-2021,tennis,audio,negative,12
8301,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,worried,18-12-2020,tennis,audio,negative,12
8313,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,worried,27-02-2021,tennis,audio,negative,12
8331,b81f446e-be9b-4fff-8faf-7732c6306c75,worried,17-08-2020,cooking,audio,negative,12
8337,b81f446e-be9b-4fff-8faf-7732c6306c75,worried,17-04-2021,cooking,audio,negative,12
8407,a059c110-6fab-4a4f-9482-eaf2c269911e,worried,03-07-2020,food,GIF,negative,12
8427,b90bb1f2-9dbf-4802-a0e2-103dac50d272,worried,16-10-2020,fitness,video,negative,12
8448,b90bb1f2-9dbf-4802-a0e2-103dac50d272,worried,06-03-2021,fitness,video,negative,12
8478,4e659bd8-44b6-41a3-893c-c528474a29c9,worried,23-01-2021,education,video,negative,12
8480,4e659bd8-44b6-41a3-893c-c528474a29c9,worried,18-12-2020,education,video,negative,12
8489,4e659bd8-44b6-41a3-893c-c528474a29c9,worried,25-02-2021,education,video,negative,12
8500,8866b759-c55c-4fd3-9753-8a69265c481e,worried,13-02-2021,science,video,negative,12
8516,915505a1-6d75-4894-8200-0f088c19431b,worried,15-02-2021,cooking,video,negative,12
8536,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,14-08-2020,cooking,GIF,negative,12
8558,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,08-12-2020,cooking,GIF,negative,12
8566,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,07-05-2021,cooking,GIF,negative,12
8569,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,12-04-2021,cooking,GIF,negative,12
8574,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,31-03-2021,cooking,GIF,negative,12
8631,2d10f5b0-c590-429f-8b68-52c239617d26,worried,23-09-2020,technology,GIF,negative,12
8632,2d10f5b0-c590-429f-8b68-52c239617d26,worried,30-11-2020,technology,GIF,negative,12
8638,2d10f5b0-c590-429f-8b68-52c239617d26,worried,28-08-2020,technology,GIF,negative,12
8657,cb0bd265-610e-4d5f-bc00-1732f58562dc,worried,11-06-2021,science,GIF,negative,12
8659,cb0bd265-610e-4d5f-bc00-1732f58562dc,worried,30-01-2021,science,GIF,negative,12
8688,b2344491-76af-4b2c-b569-e9af85298b30,worried,05-02-2021,culture,video,negative,12
8715,178f85a7-c2d1-4127-94d2-30adf96ae7fd,worried,24-05-2021,science,photo,negative,12
8722,178f85a7-c2d1-4127-94d2-30adf96ae7fd,worried,20-03-2021,science,photo,negative,12
8731,178f85a7-c2d1-4127-94d2-30adf96ae7fd,worried,12-11-2020,science,photo,negative,12
8828,e4827a5c-c604-4aad-b7ed-b396b3601b74,worried,13-09-2020,education,photo,negative,12
8832,e4827a5c-c604-4aad-b7ed-b396b3601b74,worried,26-04-2021,education,photo,negative,12
8857,abecd821-ad3d-43b0-a550-aadd9d267072,worried,24-08-2020,tennis,video,negative,12
8874,0289b7bc-bc95-4f1d-83fe-9ca662194158,worried,14-12-2020,tennis,audio,negative,12
8895,3a7b85dd-717e-4460-8144-498fdbc9380c,worried,21-09-2020,education,video,negative,12
8905,3a7b85dd-717e-4460-8144-498fdbc9380c,worried,12-01-2021,education,video,negative,12
8907,3a7b85dd-717e-4460-8144-498fdbc9380c,worried,21-10-2020,education,video,negative,12
8917,3a7b85dd-717e-4460-8144-498fdbc9380c,worried,27-03-2021,education,video,negative,12
8928,3a7b85dd-717e-4460-8144-498fdbc9380c,worried,29-08-2020,education,video,negative,12
8933,03e51c25-cba9-471b-b627-f15550b83fca,worried,30-01-2021,veganism,video,negative,12
8944,03e51c25-cba9-471b-b627-f15550b83fca,worried,17-12-2020,veganism,GIF,negative,12
8956,03e51c25-cba9-471b-b627-f15550b83fca,worried,19-10-2020,veganism,GIF,negative,12
8986,daeddfcc-c030-4674-8317-56a23ab81799,worried,02-06-2021,animals,audio,negative,12
8990,daeddfcc-c030-4674-8317-56a23ab81799,worried,01-04-2021,animals,audio,negative,12
8994,daeddfcc-c030-4674-8317-56a23ab81799,worried,04-01-2021,animals,audio,negative,12
9032,71246f1e-0b64-4922-a6ae-c86c446837be,worried,26-04-2021,healthy eating,video,negative,12
9054,41bc0418-db4b-48b4-ada6-18eda999cd25,worried,23-08-2020,travel,video,negative,12
9080,31d142d9-4557-4613-bce5-cfe63cd0a3cf,worried,15-06-2021,soccer,photo,negative,12
9114,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,worried,11-09-2020,healthy eating,audio,negative,12
9118,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,worried,31-03-2021,healthy eating,audio,negative,12
9126,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,worried,28-03-2021,healthy eating,audio,negative,12
9151,447954af-c2c0-4546-881c-3ba1cb104209,worried,07-10-2020,tennis,audio,negative,12
9155,447954af-c2c0-4546-881c-3ba1cb104209,worried,28-01-2021,tennis,audio,negative,12
9171,a8d3e5b8-7838-477c-82ce-4c90029e56ce,worried,26-03-2021,public speaking,photo,negative,12
9235,3b436c19-72fe-429a-80dd-88d24ef549d1,worried,05-02-2021,soccer,video,negative,12
9240,3b436c19-72fe-429a-80dd-88d24ef549d1,worried,14-01-2021,soccer,video,negative,12
9246,0c042b6c-725e-4591-a666-cf32c5ec7cc8,worried,17-03-2021,public speaking,audio,negative,12
9255,0c042b6c-725e-4591-a666-cf32c5ec7cc8,worried,26-06-2020,public speaking,audio,negative,12
9276,dfdf6d34-e60b-4d21-9973-4bf07769be78,worried,22-02-2021,public speaking,photo,negative,12
9312,cebae43b-4f77-4689-86e0-66fb107d5eef,worried,17-05-2021,culture,GIF,negative,12
9380,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,11-01-2021,soccer,photo,negative,12
9381,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,21-08-2020,soccer,GIF,negative,12
9387,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,04-02-2021,soccer,GIF,negative,12
9462,8f640e2f-27bc-46cc-a43a-f750e357fc35,worried,03-01-2021,soccer,video,negative,12
9467,8f640e2f-27bc-46cc-a43a-f750e357fc35,worried,06-08-2020,soccer,video,negative,12
9475,f2143553-d9cd-4d8d-8276-98557a0054af,worried,21-09-2020,cooking,photo,negative,12
9497,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,worried,29-01-2021,technology,audio,negative,12
9500,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,19-11-2020,soccer,audio,negative,12
9502,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,06-01-2021,soccer,GIF,negative,12
9519,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,29-05-2021,soccer,GIF,negative,12
9521,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,15-07-2020,soccer,GIF,negative,12
9535,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,29-05-2021,soccer,GIF,negative,12
9563,54acd843-1e09-4b30-a80a-b9e0295ff269,worried,30-07-2020,tennis,GIF,negative,12
9580,972b6e82-421f-43f6-905c-2168933de18f,worried,16-10-2020,animals,GIF,negative,12
9587,972b6e82-421f-43f6-905c-2168933de18f,worried,23-10-2020,animals,video,negative,12
9614,972b6e82-421f-43f6-905c-2168933de18f,worried,10-06-2021,animals,video,negative,12
9641,78c7c5a7-5de4-469e-8460-49e8e491bde6,worried,11-01-2021,public speaking,GIF,negative,12
9677,d75016e9-9817-47e7-a2f9-dbfae392d3d6,worried,20-01-2021,culture,GIF,negative,12
9701,46bd9a52-6547-457f-87fa-0e434e5bc61c,worried,25-05-2021,fitness,photo,negative,12
9714,46bd9a52-6547-457f-87fa-0e434e5bc61c,worried,16-06-2021,fitness,photo,negative,12
9715,46bd9a52-6547-457f-87fa-0e434e5bc61c,worried,17-05-2021,fitness,photo,negative,12
9735,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,worried,16-09-2020,culture,photo,negative,12
9759,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,worried,21-04-2021,culture,photo,negative,12
9770,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,worried,09-04-2021,culture,photo,negative,12
9790,501b2f88-999b-4ad9-b2f5-4b9c36a31259,worried,10-06-2021,cooking,photo,negative,12
9801,501b2f88-999b-4ad9-b2f5-4b9c36a31259,worried,26-04-2021,cooking,photo,negative,12
9803,501b2f88-999b-4ad9-b2f5-4b9c36a31259,worried,01-04-2021,cooking,photo,negative,12
9809,501b2f88-999b-4ad9-b2f5-4b9c36a31259,worried,24-01-2021,cooking,photo,negative,12
9833,df15da28-c038-4d0c-a63a-eac77f650ee3,worried,07-06-2021,tennis,audio,negative,12
9835,df15da28-c038-4d0c-a63a-eac77f650ee3,worried,01-04-2021,tennis,audio,negative,12
9840,df15da28-c038-4d0c-a63a-eac77f650ee3,worried,05-02-2021,tennis,audio,negative,12
9842,df15da28-c038-4d0c-a63a-eac77f650ee3,worried,21-12-2020,tennis,audio,negative,12
9863,df15da28-c038-4d0c-a63a-eac77f650ee3,worried,06-03-2021,tennis,audio,negative,12
9890,0da2523f-acc4-4687-9844-45eaa5e90c65,worried,22-08-2020,technology,video,negative,12
9898,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,worried,29-06-2020,healthy eating,photo,negative,12
9925,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,worried,02-03-2021,healthy eating,photo,negative,12
9942,b6ecb09e-a706-4589-bb75-70cb1cc590eb,worried,11-07-2020,culture,photo,negative,12
10036,c84f903e-32ae-4ce1-b66b-d876439fccf5,worried,01-04-2021,healthy eating,audio,negative,12
10049,c84f903e-32ae-4ce1-b66b-d876439fccf5,worried,09-09-2020,healthy eating,audio,negative,12
10059,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,18-02-2021,veganism,photo,negative,12
10062,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,26-09-2020,veganism,photo,negative,12
10074,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,29-07-2020,veganism,photo,negative,12
10088,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,05-12-2020,veganism,photo,negative,12
10094,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,14-02-2021,veganism,photo,negative,12
10098,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,20-09-2020,veganism,photo,negative,12
10106,b27bfcfe-64df-499e-b60f-f93d2200c589,worried,17-09-2020,Soccer,video,negative,12
10165,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,worried,06-09-2020,culture,photo,negative,12
10261,b8368fca-8fe3-4768-beed-5056cff63c23,worried,21-10-2020,technology,audio,negative,12
10268,b8368fca-8fe3-4768-beed-5056cff63c23,worried,26-08-2020,technology,audio,negative,12
10280,b8368fca-8fe3-4768-beed-5056cff63c23,worried,30-03-2021,technology,audio,negative,12
10286,29d7781c-9302-4269-91f3-c23afb33467a,worried,29-08-2020,public speaking,audio,negative,12
10298,29d7781c-9302-4269-91f3-c23afb33467a,worried,23-03-2021,public speaking,video,negative,12
10329,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,worried,17-12-2020,education,photo,negative,12
10364,4df372b3-ed9d-41ef-b33d-b576ec383dfc,worried,28-04-2021,dogs,audio,negative,12
10392,f361cc99-64f0-4a7c-ad49-945ff01abaa6,worried,24-06-2020,dogs,photo,negative,12
10407,f361cc99-64f0-4a7c-ad49-945ff01abaa6,worried,21-04-2021,dogs,photo,negative,12
10440,fc346df4-d165-4ed0-8d43-a6896daf908e,worried,05-11-2020,public speaking,video,negative,12
10461,aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,worried,18-01-2021,animals,photo,negative,12
10512,77b49477-2f3c-455a-b8f1-09ec2e553174,worried,06-03-2021,cooking,video,negative,12
10516,77b49477-2f3c-455a-b8f1-09ec2e553174,worried,16-10-2020,cooking,video,negative,12
10522,77b49477-2f3c-455a-b8f1-09ec2e553174,worried,14-03-2021,cooking,video,negative,12
10527,77b49477-2f3c-455a-b8f1-09ec2e553174,worried,08-12-2020,cooking,video,negative,12
10538,77b49477-2f3c-455a-b8f1-09ec2e553174,worried,28-04-2021,cooking,video,negative,12
10554,d4813cf8-87d5-421e-81f7-c5d43c25c62a,worried,02-03-2021,technology,GIF,negative,12
10586,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,worried,18-01-2021,healthy eating,video,negative,12
10597,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,worried,11-09-2020,healthy eating,video,negative,12
10605,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,worried,21-08-2020,healthy eating,video,negative,12
10614,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,worried,24-10-2020,healthy eating,video,negative,12
10623,9522ddea-8e07-4a2a-a001-25e4a534b8f6,worried,17-08-2020,technology,GIF,negative,12
10633,9522ddea-8e07-4a2a-a001-25e4a534b8f6,worried,12-01-2021,technology,GIF,negative,12
10640,9522ddea-8e07-4a2a-a001-25e4a534b8f6,worried,06-07-2020,technology,GIF,negative,12
10654,9522ddea-8e07-4a2a-a001-25e4a534b8f6,worried,11-07-2020,technology,GIF,negative,12
10658,9522ddea-8e07-4a2a-a001-25e4a534b8f6,worried,08-06-2021,technology,GIF,negative,12
10686,b85e1b0d-1018-4a65-a709-4ac5323e06d9,worried,15-10-2020,fitness,video,negative,12
10688,b85e1b0d-1018-4a65-a709-4ac5323e06d9,worried,31-10-2020,fitness,video,negative,12
10690,b85e1b0d-1018-4a65-a709-4ac5323e06d9,worried,05-08-2020,fitness,video,negative,12
10716,fbd8f70d-d62d-42e8-9508-9f5815ab578c,worried,10-08-2020,education,video,negative,12
10730,fbd8f70d-d62d-42e8-9508-9f5815ab578c,worried,19-06-2020,education,video,negative,12
10747,fbd8f70d-d62d-42e8-9508-9f5815ab578c,worried,17-11-2020,education,video,negative,12
10756,6dbd153c-5b69-4ffb-a869-6285fb0c764d,worried,26-05-2021,technology,audio,negative,12
10774,6dbd153c-5b69-4ffb-a869-6285fb0c764d,worried,10-10-2020,technology,audio,negative,12
10793,9108109e-c521-4528-9d90-4c804cbb866d,worried,12-08-2020,veganism,audio,negative,12
10799,9108109e-c521-4528-9d90-4c804cbb866d,worried,15-04-2021,veganism,audio,negative,12
10816,9108109e-c521-4528-9d90-4c804cbb866d,worried,23-12-2020,veganism,audio,negative,12
10829,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,worried,11-04-2021,Animals,photo,negative,12
10840,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,worried,04-12-2020,Animals,photo,negative,12
10854,88cbf75c-79f0-42cb-8733-af670f39d6e0,worried,20-09-2020,animals,photo,negative,12
10882,88cbf75c-79f0-42cb-8733-af670f39d6e0,worried,19-11-2020,animals,audio,negative,12
10905,58e8f463-aee3-46bb-81bb-a49ed8de8b04,worried,12-11-2020,technology,GIF,negative,12
10943,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,worried,12-05-2021,science,video,negative,12
10944,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,worried,09-11-2020,science,video,negative,12
10967,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,worried,12-11-2020,technology,GIF,negative,12
10992,ac63258d-9d7d-4167-934e-48b3f3c43fa9,worried,04-05-2021,tennis,audio,negative,12
10999,ac63258d-9d7d-4167-934e-48b3f3c43fa9,worried,12-01-2021,tennis,audio,negative,12
11019,ac63258d-9d7d-4167-934e-48b3f3c43fa9,worried,21-11-2020,tennis,audio,negative,12
11054,d200b97e-f661-4502-80d1-1e458816d558,worried,06-10-2020,science,audio,negative,12
11057,d200b97e-f661-4502-80d1-1e458816d558,worried,01-05-2021,science,audio,negative,12
11081,d200b97e-f661-4502-80d1-1e458816d558,worried,19-04-2021,science,audio,negative,12
11085,7f9423ac-89b4-4a9a-9747-76e8dd533e81,worried,11-01-2021,education,video,negative,12
11092,6b09861c-712e-46e6-a2a5-72e4b3878767,worried,05-04-2021,studying,video,negative,12
11103,6b09861c-712e-46e6-a2a5-72e4b3878767,worried,09-12-2020,studying,photo,negative,12
11117,4c009116-c94a-4633-83fb-956565358565,worried,22-08-2020,soccer,photo,negative,12
11141,4c009116-c94a-4633-83fb-956565358565,worried,29-09-2020,soccer,photo,negative,12
11148,4c009116-c94a-4633-83fb-956565358565,worried,29-01-2021,soccer,photo,negative,12
11165,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,worried,08-10-2020,tennis,photo,negative,12
11172,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,worried,16-10-2020,tennis,photo,negative,12
